ResponseID,Q,Q_group,A
r00419,Q32,G3,No
r00419,Q38,G3,Others
r00419,Q13,G4,N/A
r00419,Q27,G4,Maybe
r00420,Q34,G1,Yes
r00420,Q42,G1,Yes
r00420,Q20,G3,Yes
r00420,Q39,G1,Yes
r00420,Q5,G1,N/A
r00420,Q22,G4,N/A
r00420,Q17,G2,Maybe
r00420,Q24,,Maybe
r00420,Q29,G5,Yes
r00420,Q21,G2,Maybe
r00420,Q36,,N/A
r00420,Q30,G3,No
r00420,Q7,G1,Others
r00420,Q2,G1,Others
r00420,Q15,G2,Others
r00420,Q12,G6,Others
r00420,Q26,G2,Others
r00420,Q28,G6,Others
r00420,Q18,G4,Others
r00420,Q10,G4,Others
r00420,Q9,G1,Maybe
r00420,Q6,G1,No
r00420,Q8,G3,No
r00420,Q40,G1,No
r00420,Q11,G1,N/A
r00420,Q41,G2,Maybe
r00420,Q37,,Maybe
r00420,Q3,G5,Maybe
r00420,Q1,G2,Maybe
r00420,Q16,,No
r00420,Q35,G6,Maybe
r00420,Q25,,Maybe
r00420,Q4,,Others
r00420,Q23,G2,Maybe
r00420,Q19,G2,Others
r00420,Q31,G2,Yes
r00420,Q33,G3,Yes
r00420,Q14,G5,Maybe
r00420,Q32,G3,Yes
r00420,Q38,G3,Others
r00420,Q13,G4,Maybe
r00420,Q27,G4,Often
r00421,Q34,G1,Yes
r00421,Q42,G1,N/A
r00421,Q20,G3,No
r00421,Q39,G1,No
r00421,Q5,G1,N/A
r00421,Q22,G4,Maybe
r00421,Q17,G2,No
r00421,Q24,,No
r00421,Q29,G5,Maybe
r00421,Q21,G2,Maybe
r00421,Q36,,No
r00421,Q30,G3,No
r00421,Q7,G1,Others
r00421,Q2,G1,Others
r00421,Q15,G2,Others
r00421,Q12,G6,Others
r00421,Q26,G2,Others
r00421,Q28,G6,Others
r00421,Q18,G4,Others
r00421,Q10,G4,Others
r00421,Q9,G1,N/A
r00421,Q6,G1,N/A
r00421,Q8,G3,No
r00421,Q40,G1,No
r00421,Q11,G1,N/A
r00421,Q41,G2,Maybe
r00421,Q37,,No
r00421,Q3,G5,Maybe
r00421,Q1,G2,Maybe
r00421,Q16,,No
r00421,Q35,G6,No
r00421,Q25,,No
r00421,Q4,,Others
r00421,Q23,G2,No
r00421,Q19,G2,Others
r00421,Q31,G2,Yes
r00421,Q33,G3,Maybe
r00421,Q14,G5,Maybe
r00421,Q32,G3,No
r00421,Q38,G3,Others
r00421,Q13,G4,N/A
r00421,Q27,G4,N/A
r00422,Q34,G1,Yes
r00422,Q42,G1,Yes
r00422,Q20,G3,Yes
r00422,Q39,G1,Yes
r00422,Q5,G1,Yes
r00422,Q22,G4,Maybe
r00422,Q17,G2,No
r00422,Q24,,No
r00422,Q29,G5,Yes
r00422,Q21,G2,Yes
r00422,Q36,,Yes
r00422,Q30,G3,No
r00422,Q7,G1,Others
r00422,Q2,G1,Others
r00422,Q15,G2,Others
r00422,Q12,G6,Others
r00422,Q26,G2,Others
r00422,Q28,G6,Others
r00422,Q18,G4,Others
r00422,Q10,G4,Others
r00422,Q9,G1,Maybe
r00422,Q6,G1,Maybe
r00422,Q8,G3,Maybe
r00422,Q40,G1,No
r00422,Q11,G1,N/A
r00422,Q41,G2,Maybe
r00422,Q37,,No
r00422,Q3,G5,Maybe
r00422,Q1,G2,Maybe
r00422,Q16,,Maybe
r00422,Q35,G6,No
r00422,Q25,,Yes
r00422,Q4,,Others
r00422,Q23,G2,Yes
r00422,Q19,G2,Others
r00422,Q31,G2,No
r00422,Q33,G3,No
r00422,Q14,G5,N/A
r00422,Q32,G3,No
r00422,Q38,G3,Others
r00422,Q13,G4,Rare
r00422,Q27,G4,Maybe
r00423,Q34,G1,Yes
r00423,Q42,G1,No
r00423,Q20,G3,N/A
r00423,Q39,G1,Yes
r00423,Q5,G1,N/A
r00423,Q22,G4,Maybe
r00423,Q17,G2,Maybe
r00423,Q24,,Maybe
r00423,Q29,G5,No
r00423,Q21,G2,No
r00423,Q36,,No
r00423,Q30,G3,No
r00423,Q7,G1,Others
r00423,Q2,G1,Others
r00423,Q15,G2,Others
r00423,Q12,G6,Others
r00423,Q26,G2,Others
r00423,Q28,G6,Others
r00423,Q18,G4,Others
r00423,Q10,G4,Others
r00423,Q9,G1,N/A
r00423,Q6,G1,N/A
r00423,Q8,G3,No
r00423,Q40,G1,No
r00423,Q11,G1,N/A
r00423,Q41,G2,Maybe
r00423,Q37,,Maybe
r00423,Q3,G5,No
r00423,Q1,G2,No
r00423,Q16,,No
r00423,Q35,G6,Maybe
r00423,Q25,,No
r00423,Q4,,Others
r00423,Q23,G2,No
r00423,Q19,G2,Others
r00423,Q31,G2,Maybe
r00423,Q33,G3,Maybe
r00423,Q14,G5,Maybe
r00423,Q32,G3,Yes
r00423,Q38,G3,Yes
r00423,Q13,G4,N/A
r00423,Q27,G4,Maybe
r00424,Q34,G1,N/A
r00424,Q42,G1,N/A
r00424,Q20,G3,No
r00424,Q39,G1,N/A
r00424,Q5,G1,N/A
r00424,Q22,G4,No
r00424,Q17,G2,Maybe
r00424,Q24,,Maybe
r00424,Q29,G5,No
r00424,Q21,G2,No
r00424,Q36,,N/A
r00424,Q30,G3,No
r00424,Q7,G1,Others
r00424,Q2,G1,Others
r00424,Q15,G2,Others
r00424,Q12,G6,Others
r00424,Q26,G2,Others
r00424,Q28,G6,Others
r00424,Q18,G4,Others
r00424,Q10,G4,Others
r00424,Q9,G1,Maybe
r00424,Q6,G1,Maybe
r00424,Q8,G3,Maybe
r00424,Q40,G1,Maybe
r00424,Q11,G1,N/A
r00424,Q41,G2,Yes
r00424,Q37,,Maybe
r00424,Q3,G5,No
r00424,Q1,G2,No
r00424,Q16,,Maybe
r00424,Q35,G6,Maybe
r00424,Q25,,No
r00424,Q4,,Others
r00424,Q23,G2,No
r00424,Q19,G2,Others
r00424,Q31,G2,Yes
r00424,Q33,G3,Maybe
r00424,Q14,G5,No
r00424,Q32,G3,Yes
r00424,Q38,G3,Yes
r00424,Q13,G4,Maybe
r00424,Q27,G4,Maybe
r00425,Q34,G1,N/A
r00425,Q42,G1,N/A
r00425,Q20,G3,No
r00425,Q39,G1,N/A
r00425,Q5,G1,N/A
r00425,Q22,G4,N/A
r00425,Q17,G2,No
r00425,Q24,,No
r00425,Q29,G5,Yes
r00425,Q21,G2,Yes
r00425,Q36,,N/A
r00425,Q30,G3,No
r00425,Q7,G1,Others
r00425,Q2,G1,Others
r00425,Q15,G2,Others
r00425,Q12,G6,Others
r00425,Q26,G2,Others
r00425,Q28,G6,Others
r00425,Q18,G4,Others
r00425,Q10,G4,Others
r00425,Q9,G1,N/A
r00425,Q6,G1,N/A
r00425,Q8,G3,No
r00425,Q40,G1,No
r00425,Q11,G1,N/A
r00425,Q41,G2,N/A
r00425,Q37,,No
r00425,Q3,G5,Maybe
r00425,Q1,G2,Yes
r00425,Q16,,N/A
r00425,Q35,G6,No
r00425,Q25,,Maybe
r00425,Q4,,Others
r00425,Q23,G2,Maybe
r00425,Q19,G2,Others
r00425,Q31,G2,Maybe
r00425,Q33,G3,No
r00425,Q14,G5,Maybe
r00425,Q32,G3,No
r00425,Q38,G3,Others
r00425,Q13,G4,N/A
r00425,Q27,G4,N/A
r00426,Q34,G1,Yes
r00426,Q42,G1,Yes
r00426,Q20,G3,Yes
r00426,Q39,G1,Yes
r00426,Q5,G1,Yes
r00426,Q22,G4,N/A
r00426,Q17,G2,Maybe
r00426,Q24,,No
r00426,Q29,G5,No
r00426,Q21,G2,No
r00426,Q36,,N/A
r00426,Q30,G3,No
r00426,Q7,G1,Others
r00426,Q2,G1,Others
r00426,Q15,G2,Others
r00426,Q12,G6,Others
r00426,Q26,G2,Others
r00426,Q28,G6,Others
r00426,Q18,G4,Others
r00426,Q10,G4,Others
r00426,Q9,G1,Yes
r00426,Q6,G1,Yes
r00426,Q8,G3,No
r00426,Q40,G1,No
r00426,Q11,G1,Yes
r00426,Q41,G2,N/A
r00426,Q37,,Maybe
r00426,Q3,G5,No
r00426,Q1,G2,N/A
r00426,Q16,,N/A
r00426,Q35,G6,Maybe
r00426,Q25,,Yes
r00426,Q4,,Others
r00426,Q23,G2,No
r00426,Q19,G2,Others
r00426,Q31,G2,Yes
r00426,Q33,G3,Maybe
r00426,Q14,G5,Neutral
r00426,Q32,G3,Maybe
r00426,Q38,G3,No
r00426,Q13,G4,N/A
r00426,Q27,G4,N/A
r00427,Q34,G1,No
r00427,Q42,G1,No
r00427,Q20,G3,No
r00427,Q39,G1,No
r00427,Q5,G1,N/A
r00427,Q22,G4,N/A
r00427,Q17,G2,Yes
r00427,Q24,,Maybe
r00427,Q29,G5,No
r00427,Q21,G2,No
r00427,Q36,,N/A
r00427,Q30,G3,No
r00427,Q7,G1,Others
r00427,Q2,G1,Others
r00427,Q15,G2,Others
r00427,Q12,G6,Others
r00427,Q26,G2,Others
r00427,Q28,G6,Others
r00427,Q18,G4,Others
r00427,Q10,G4,Others
r00427,Q9,G1,No
r00427,Q6,G1,N/A
r00427,Q8,G3,No
r00427,Q40,G1,No
r00427,Q11,G1,N/A
r00427,Q41,G2,Yes
r00427,Q37,,Maybe
r00427,Q3,G5,No
r00427,Q1,G2,No
r00427,Q16,,Maybe
r00427,Q35,G6,No
r00427,Q25,,No
r00427,Q4,,Others
r00427,Q23,G2,No
r00427,Q19,G2,Others
r00427,Q31,G2,Yes
r00427,Q33,G3,Yes
r00427,Q14,G5,Yes
r00427,Q32,G3,No
r00427,Q38,G3,Others
r00427,Q13,G4,N/A
r00427,Q27,G4,N/A
r00428,Q34,G1,Others
r00428,Q42,G1,Others
r00428,Q20,G3,Others
r00428,Q39,G1,Others
r00428,Q5,G1,Others
r00428,Q22,G4,Others
r00428,Q17,G2,Others
r00428,Q24,,Others
r00428,Q29,G5,Others
r00428,Q21,G2,Others
r00428,Q36,,Others
r00428,Q30,G3,Others
r00428,Q7,G1,Yes
r00428,Q2,G1,Yes
r00428,Q15,G2,Maybe
r00428,Q12,G6,No
r00428,Q26,G2,No
r00428,Q28,G6,N/A
r00428,Q18,G4,Yes
r00428,Q10,G4,Rare
r00428,Q9,G1,Yes
r00428,Q6,G1,Yes
r00428,Q8,G3,No
r00428,Q40,G1,Maybe
r00428,Q11,G1,Yes
r00428,Q41,G2,Maybe
r00428,Q37,,Maybe
r00428,Q3,G5,Maybe
r00428,Q1,G2,Maybe
r00428,Q16,,Maybe
r00428,Q35,G6,No
r00428,Q25,,Maybe
r00428,Q4,,Others
r00428,Q23,G2,Maybe
r00428,Q19,G2,Others
r00428,Q31,G2,Yes
r00428,Q33,G3,Yes
r00428,Q14,G5,Maybe
r00428,Q32,G3,No
r00428,Q38,G3,Others
r00428,Q13,G4,Rare
r00428,Q27,G4,Maybe
r00429,Q34,G1,Yes
r00429,Q42,G1,Yes
r00429,Q20,G3,No
r00429,Q39,G1,Yes
r00429,Q5,G1,N/A
r00429,Q22,G4,Neutral
r00429,Q17,G2,Maybe
r00429,Q24,,No
r00429,Q29,G5,Maybe
r00429,Q21,G2,No
r00429,Q36,,No
r00429,Q30,G3,No
r00429,Q7,G1,Others
r00429,Q2,G1,Others
r00429,Q15,G2,Others
r00429,Q12,G6,Others
r00429,Q26,G2,Others
r00429,Q28,G6,Others
r00429,Q18,G4,Others
r00429,Q10,G4,Others
r00429,Q9,G1,Maybe
r00429,Q6,G1,Yes
r00429,Q8,G3,Maybe
r00429,Q40,G1,Maybe
r00429,Q11,G1,Maybe
r00429,Q41,G2,Maybe
r00429,Q37,,Maybe
r00429,Q3,G5,No
r00429,Q1,G2,No
r00429,Q16,,Maybe
r00429,Q35,G6,No
r00429,Q25,,Maybe
r00429,Q4,,Others
r00429,Q23,G2,No
r00429,Q19,G2,Others
r00429,Q31,G2,Yes
r00429,Q33,G3,Maybe
r00429,Q14,G5,Maybe
r00429,Q32,G3,Yes
r00429,Q38,G3,Yes
r00429,Q13,G4,Rare
r00429,Q27,G4,Often
r00430,Q34,G1,N/A
r00430,Q42,G1,No
r00430,Q20,G3,N/A
r00430,Q39,G1,N/A
r00430,Q5,G1,N/A
r00430,Q22,G4,Maybe
r00430,Q17,G2,No
r00430,Q24,,No
r00430,Q29,G5,Yes
r00430,Q21,G2,Yes
r00430,Q36,,N/A
r00430,Q30,G3,No
r00430,Q7,G1,Others
r00430,Q2,G1,Others
r00430,Q15,G2,Others
r00430,Q12,G6,Others
r00430,Q26,G2,Others
r00430,Q28,G6,Others
r00430,Q18,G4,Others
r00430,Q10,G4,Others
r00430,Q9,G1,N/A
r00430,Q6,G1,N/A
r00430,Q8,G3,No
r00430,Q40,G1,No
r00430,Q11,G1,N/A
r00430,Q41,G2,Maybe
r00430,Q37,,Maybe
r00430,Q3,G5,Maybe
r00430,Q1,G2,Maybe
r00430,Q16,,No
r00430,Q35,G6,No
r00430,Q25,,Maybe
r00430,Q4,,Others
r00430,Q23,G2,Maybe
r00430,Q19,G2,Others
r00430,Q31,G2,Maybe
r00430,Q33,G3,Maybe
r00430,Q14,G5,Maybe
r00430,Q32,G3,Maybe
r00430,Q38,G3,Maybe
r00430,Q13,G4,N/A
r00430,Q27,G4,N/A
r00431,Q34,G1,N/A
r00431,Q42,G1,N/A
r00431,Q20,G3,No
r00431,Q39,G1,No
r00431,Q5,G1,N/A
r00431,Q22,G4,Maybe
r00431,Q17,G2,No
r00431,Q24,,No
r00431,Q29,G5,Maybe
r00431,Q21,G2,Maybe
r00431,Q36,,Yes
r00431,Q30,G3,Yes
r00431,Q7,G1,Others
r00431,Q2,G1,Others
r00431,Q15,G2,Others
r00431,Q12,G6,Others
r00431,Q26,G2,Others
r00431,Q28,G6,Others
r00431,Q18,G4,Others
r00431,Q10,G4,Others
r00431,Q9,G1,N/A
r00431,Q6,G1,N/A
r00431,Q8,G3,Maybe
r00431,Q40,G1,No
r00431,Q11,G1,N/A
r00431,Q41,G2,Maybe
r00431,Q37,,No
r00431,Q3,G5,Maybe
r00431,Q1,G2,Maybe
r00431,Q16,,Maybe
r00431,Q35,G6,No
r00431,Q25,,Yes
r00431,Q4,,Others
r00431,Q23,G2,Maybe
r00431,Q19,G2,Others
r00431,Q31,G2,Maybe
r00431,Q33,G3,Yes
r00431,Q14,G5,Maybe
r00431,Q32,G3,Maybe
r00431,Q38,G3,Yes
r00431,Q13,G4,Rare
r00431,Q27,G4,Maybe
r00432,Q34,G1,N/A
r00432,Q42,G1,Others
r00432,Q20,G3,Yes
r00432,Q39,G1,Yes
r00432,Q5,G1,Yes
r00432,Q22,G4,Yes
r00432,Q17,G2,No
r00432,Q24,,No
r00432,Q29,G5,Yes
r00432,Q21,G2,Yes
r00432,Q36,,Yes
r00432,Q30,G3,No
r00432,Q7,G1,Others
r00432,Q2,G1,Others
r00432,Q15,G2,Others
r00432,Q12,G6,Others
r00432,Q26,G2,Others
r00432,Q28,G6,Others
r00432,Q18,G4,Others
r00432,Q10,G4,Others
r00432,Q9,G1,Maybe
r00432,Q6,G1,No
r00432,Q8,G3,No
r00432,Q40,G1,No
r00432,Q11,G1,N/A
r00432,Q41,G2,Maybe
r00432,Q37,,Maybe
r00432,Q3,G5,No
r00432,Q1,G2,No
r00432,Q16,,Maybe
r00432,Q35,G6,Maybe
r00432,Q25,,Maybe
r00432,Q4,,Others
r00432,Q23,G2,No
r00432,Q19,G2,Others
r00432,Q31,G2,No
r00432,Q33,G3,No
r00432,Q14,G5,Maybe
r00432,Q32,G3,No
r00432,Q38,G3,Others
r00432,Q13,G4,N/A
r00432,Q27,G4,N/A
r00433,Q34,G1,Others
r00433,Q42,G1,Others
r00433,Q20,G3,Others
r00433,Q39,G1,Others
r00433,Q5,G1,Others
r00433,Q22,G4,Others
r00433,Q17,G2,Others
r00433,Q24,,Others
r00433,Q29,G5,Others
r00433,Q21,G2,Others
r00433,Q36,,Others
r00433,Q30,G3,Others
r00433,Q7,G1,No
r00433,Q2,G1,No
r00433,Q15,G2,N/A
r00433,Q12,G6,Others
r00433,Q26,G2,N/A
r00433,Q28,G6,N/A
r00433,Q18,G4,No
r00433,Q10,G4,Others
r00433,Q9,G1,No
r00433,Q6,G1,N/A
r00433,Q8,G3,N/A
r00433,Q40,G1,No
r00433,Q11,G1,N/A
r00433,Q41,G2,Yes
r00433,Q37,,Yes
r00433,Q3,G5,Maybe
r00433,Q1,G2,Maybe
r00433,Q16,,Maybe
r00433,Q35,G6,No
r00433,Q25,,No
r00433,Q4,,Others
r00433,Q23,G2,No
r00433,Q19,G2,Others
r00433,Q31,G2,Yes
r00433,Q33,G3,Yes
r00433,Q14,G5,N/A
r00433,Q32,G3,Maybe
r00433,Q38,G3,No
r00433,Q13,G4,N/A
r00433,Q27,G4,Often
r00434,Q34,G1,No
r00434,Q42,G1,Others
r00434,Q20,G3,No
r00434,Q39,G1,No
r00434,Q5,G1,Yes
r00434,Q22,G4,N/A
r00434,Q17,G2,Maybe
r00434,Q24,,No
r00434,Q29,G5,Maybe
r00434,Q21,G2,No
r00434,Q36,,N/A
r00434,Q30,G3,No
r00434,Q7,G1,Others
r00434,Q2,G1,Others
r00434,Q15,G2,Others
r00434,Q12,G6,Others
r00434,Q26,G2,Others
r00434,Q28,G6,Others
r00434,Q18,G4,Others
r00434,Q10,G4,Others
r00434,Q9,G1,No
r00434,Q6,G1,N/A
r00434,Q8,G3,No
r00434,Q40,G1,No
r00434,Q11,G1,N/A
r00434,Q41,G2,Maybe
r00434,Q37,,Maybe
r00434,Q3,G5,No
r00434,Q1,G2,No
r00434,Q16,,N/A
r00434,Q35,G6,No
r00434,Q25,,Maybe
r00434,Q4,,Others
r00434,Q23,G2,Maybe
r00434,Q19,G2,Others
r00434,Q31,G2,Maybe
r00434,Q33,G3,Maybe
r00434,Q14,G5,Maybe
r00434,Q32,G3,Maybe
r00434,Q38,G3,Yes
r00434,Q13,G4,N/A
r00434,Q27,G4,Maybe
r00435,Q34,G1,N/A
r00435,Q42,G1,Others
r00435,Q20,G3,N/A
r00435,Q39,G1,N/A
r00435,Q5,G1,N/A
r00435,Q22,G4,Maybe
r00435,Q17,G2,No
r00435,Q24,,No
r00435,Q29,G5,Yes
r00435,Q21,G2,Yes
r00435,Q36,,Yes
r00435,Q30,G3,No
r00435,Q7,G1,Others
r00435,Q2,G1,Others
r00435,Q15,G2,Others
r00435,Q12,G6,Others
r00435,Q26,G2,Others
r00435,Q28,G6,Others
r00435,Q18,G4,Others
r00435,Q10,G4,Others
r00435,Q9,G1,No
r00435,Q6,G1,N/A
r00435,Q8,G3,No
r00435,Q40,G1,No
r00435,Q11,G1,No
r00435,Q41,G2,Yes
r00435,Q37,,Yes
r00435,Q3,G5,No
r00435,Q1,G2,Maybe
r00435,Q16,,No
r00435,Q35,G6,Maybe
r00435,Q25,,Maybe
r00435,Q4,,Others
r00435,Q23,G2,Maybe
r00435,Q19,G2,Others
r00435,Q31,G2,Maybe
r00435,Q33,G3,No
r00435,Q14,G5,Yes
r00435,Q32,G3,Yes
r00435,Q38,G3,No
r00435,Q13,G4,N/A
r00435,Q27,G4,N/A
r00436,Q34,G1,No
r00436,Q42,G1,No
r00436,Q20,G3,No
r00436,Q39,G1,No
r00436,Q5,G1,N/A
r00436,Q22,G4,Maybe
r00436,Q17,G2,No
r00436,Q24,,No
r00436,Q29,G5,Maybe
r00436,Q21,G2,Yes
r00436,Q36,,N/A
r00436,Q30,G3,No
r00436,Q7,G1,Others
r00436,Q2,G1,Others
r00436,Q15,G2,Others
r00436,Q12,G6,Others
r00436,Q26,G2,Others
r00436,Q28,G6,Others
r00436,Q18,G4,Others
r00436,Q10,G4,Others
r00436,Q9,G1,No
r00436,Q6,G1,N/A
r00436,Q8,G3,No
r00436,Q40,G1,No
r00436,Q11,G1,N/A
r00436,Q41,G2,Maybe
r00436,Q37,,No
r00436,Q3,G5,Maybe
r00436,Q1,G2,Maybe
r00436,Q16,,No
r00436,Q35,G6,No
r00436,Q25,,Yes
r00436,Q4,,Others
r00436,Q23,G2,No
r00436,Q19,G2,Others
r00436,Q31,G2,Maybe
r00436,Q33,G3,No
r00436,Q14,G5,Maybe
r00436,Q32,G3,No
r00436,Q38,G3,Others
r00436,Q13,G4,Maybe
r00436,Q27,G4,Often
r00437,Q34,G1,No
r00437,Q42,G1,No
r00437,Q20,G3,No
r00437,Q39,G1,No
r00437,Q5,G1,N/A
r00437,Q22,G4,Maybe
r00437,Q17,G2,Maybe
r00437,Q24,,No
r00437,Q29,G5,No
r00437,Q21,G2,Yes
r00437,Q36,,No
r00437,Q30,G3,Yes
r00437,Q7,G1,Others
r00437,Q2,G1,Others
r00437,Q15,G2,Others
r00437,Q12,G6,Others
r00437,Q26,G2,Others
r00437,Q28,G6,Others
r00437,Q18,G4,Others
r00437,Q10,G4,Others
r00437,Q9,G1,N/A
r00437,Q6,G1,N/A
r00437,Q8,G3,No
r00437,Q40,G1,No
r00437,Q11,G1,N/A
r00437,Q41,G2,N/A
r00437,Q37,,No
r00437,Q3,G5,Maybe
r00437,Q1,G2,Maybe
r00437,Q16,,N/A
r00437,Q35,G6,No
r00437,Q25,,Maybe
r00437,Q4,,Others
r00437,Q23,G2,No
r00437,Q19,G2,Others
r00437,Q31,G2,Yes
r00437,Q33,G3,Yes
r00437,Q14,G5,N/A
r00437,Q32,G3,Yes
r00437,Q38,G3,Others
r00437,Q13,G4,N/A
r00437,Q27,G4,N/A
r00438,Q34,G1,Yes
r00438,Q42,G1,No
r00438,Q20,G3,No
r00438,Q39,G1,N/A
r00438,Q5,G1,Yes
r00438,Q22,G4,Neutral
r00438,Q17,G2,Maybe
r00438,Q24,,Maybe
r00438,Q29,G5,Yes
r00438,Q21,G2,Maybe
r00438,Q36,,N/A
r00438,Q30,G3,No
r00438,Q7,G1,Others
r00438,Q2,G1,Others
r00438,Q15,G2,Others
r00438,Q12,G6,Others
r00438,Q26,G2,Others
r00438,Q28,G6,Others
r00438,Q18,G4,Others
r00438,Q10,G4,Others
r00438,Q9,G1,Yes
r00438,Q6,G1,Maybe
r00438,Q8,G3,Maybe
r00438,Q40,G1,Maybe
r00438,Q11,G1,N/A
r00438,Q41,G2,Maybe
r00438,Q37,,Maybe
r00438,Q3,G5,Maybe
r00438,Q1,G2,Maybe
r00438,Q16,,Maybe
r00438,Q35,G6,Maybe
r00438,Q25,,Maybe
r00438,Q4,,Others
r00438,Q23,G2,Maybe
r00438,Q19,G2,Others
r00438,Q31,G2,Yes
r00438,Q33,G3,Yes
r00438,Q14,G5,No
r00438,Q32,G3,Yes
r00438,Q38,G3,Yes
r00438,Q13,G4,Maybe
r00438,Q27,G4,Maybe
r00439,Q34,G1,Yes
r00439,Q42,G1,No
r00439,Q20,G3,N/A
r00439,Q39,G1,No
r00439,Q5,G1,N/A
r00439,Q22,G4,Neutral
r00439,Q17,G2,Maybe
r00439,Q24,,No
r00439,Q29,G5,Maybe
r00439,Q21,G2,Maybe
r00439,Q36,,N/A
r00439,Q30,G3,No
r00439,Q7,G1,Others
r00439,Q2,G1,Others
r00439,Q15,G2,Others
r00439,Q12,G6,Others
r00439,Q26,G2,Others
r00439,Q28,G6,Others
r00439,Q18,G4,Others
r00439,Q10,G4,Others
r00439,Q9,G1,Yes
r00439,Q6,G1,No
r00439,Q8,G3,Maybe
r00439,Q40,G1,Maybe
r00439,Q11,G1,N/A
r00439,Q41,G2,Maybe
r00439,Q37,,No
r00439,Q3,G5,No
r00439,Q1,G2,Maybe
r00439,Q16,,No
r00439,Q35,G6,Maybe
r00439,Q25,,No
r00439,Q4,,Others
r00439,Q23,G2,No
r00439,Q19,G2,Others
r00439,Q31,G2,Yes
r00439,Q33,G3,Yes
r00439,Q14,G5,N/A
r00439,Q32,G3,Maybe
r00439,Q38,G3,Others
r00439,Q13,G4,N/A
r00439,Q27,G4,N/A
r00440,Q34,G1,Yes
r00440,Q42,G1,N/A
r00440,Q20,G3,No
r00440,Q39,G1,No
r00440,Q5,G1,N/A
r00440,Q22,G4,Maybe
r00440,Q17,G2,No
r00440,Q24,,No
r00440,Q29,G5,Maybe
r00440,Q21,G2,Yes
r00440,Q36,,N/A
r00440,Q30,G3,No
r00440,Q7,G1,Others
r00440,Q2,G1,Others
r00440,Q15,G2,Others
r00440,Q12,G6,Others
r00440,Q26,G2,Others
r00440,Q28,G6,Others
r00440,Q18,G4,Others
r00440,Q10,G4,Others
r00440,Q9,G1,N/A
r00440,Q6,G1,No
r00440,Q8,G3,No
r00440,Q40,G1,No
r00440,Q11,G1,N/A
r00440,Q41,G2,N/A
r00440,Q37,,No
r00440,Q3,G5,No
r00440,Q1,G2,No
r00440,Q16,,N/A
r00440,Q35,G6,No
r00440,Q25,,No
r00440,Q4,,Others
r00440,Q23,G2,No
r00440,Q19,G2,Others
r00440,Q31,G2,Maybe
r00440,Q33,G3,Maybe
r00440,Q14,G5,Yes
r00440,Q32,G3,No
r00440,Q38,G3,Others
r00440,Q13,G4,No
r00440,Q27,G4,Maybe
r00441,Q34,G1,Others
r00441,Q42,G1,Others
r00441,Q20,G3,Others
r00441,Q39,G1,Others
r00441,Q5,G1,Others
r00441,Q22,G4,Others
r00441,Q17,G2,Others
r00441,Q24,,Others
r00441,Q29,G5,Others
r00441,Q21,G2,Others
r00441,Q36,,Others
r00441,Q30,G3,Others
r00441,Q7,G1,Yes
r00441,Q2,G1,No
r00441,Q15,G2,No
r00441,Q12,G6,No
r00441,Q26,G2,Maybe
r00441,Q28,G6,No
r00441,Q18,G4,Yes
r00441,Q10,G4,Rare
r00441,Q9,G1,Yes
r00441,Q6,G1,Maybe
r00441,Q8,G3,Maybe
r00441,Q40,G1,Maybe
r00441,Q11,G1,N/A
r00441,Q41,G2,N/A
r00441,Q37,,No
r00441,Q3,G5,Yes
r00441,Q1,G2,Maybe
r00441,Q16,,Yes
r00441,Q35,G6,Maybe
r00441,Q25,,Yes
r00441,Q4,,Others
r00441,Q23,G2,Maybe
r00441,Q19,G2,Others
r00441,Q31,G2,Maybe
r00441,Q33,G3,No
r00441,Q14,G5,Yes
r00441,Q32,G3,Yes
r00441,Q38,G3,No
r00441,Q13,G4,N/A
r00441,Q27,G4,N/A
r00442,Q34,G1,Others
r00442,Q42,G1,Others
r00442,Q20,G3,Others
r00442,Q39,G1,Others
r00442,Q5,G1,Others
r00442,Q22,G4,Others
r00442,Q17,G2,Others
r00442,Q24,,Others
r00442,Q29,G5,Others
r00442,Q21,G2,Others
r00442,Q36,,Others
r00442,Q30,G3,Others
r00442,Q7,G1,Yes
r00442,Q2,G1,Yes
r00442,Q15,G2,No
r00442,Q12,G6,Others
r00442,Q26,G2,No
r00442,Q28,G6,N/A
r00442,Q18,G4,Yes
r00442,Q10,G4,Rare
r00442,Q9,G1,Yes
r00442,Q6,G1,Maybe
r00442,Q8,G3,No
r00442,Q40,G1,No
r00442,Q11,G1,N/A
r00442,Q41,G2,Maybe
r00442,Q37,,Maybe
r00442,Q3,G5,Maybe
r00442,Q1,G2,Maybe
r00442,Q16,,Maybe
r00442,Q35,G6,No
r00442,Q25,,Maybe
r00442,Q4,,Others
r00442,Q23,G2,No
r00442,Q19,G2,Others
r00442,Q31,G2,Maybe
r00442,Q33,G3,Maybe
r00442,Q14,G5,Yes
r00442,Q32,G3,No
r00442,Q38,G3,Others
r00442,Q13,G4,Rare
r00442,Q27,G4,Maybe
r00443,Q34,G1,Others
r00443,Q42,G1,Others
r00443,Q20,G3,Others
r00443,Q39,G1,Others
r00443,Q5,G1,Others
r00443,Q22,G4,Others
r00443,Q17,G2,Others
r00443,Q24,,Others
r00443,Q29,G5,Others
r00443,Q21,G2,Others
r00443,Q36,,Others
r00443,Q30,G3,Others
r00443,Q7,G1,Yes
r00443,Q2,G1,Maybe
r00443,Q15,G2,N/A
r00443,Q12,G6,Others
